name,cost,duration_days,prepayment
Развёртывание облачной инфраструктуры (SaaS),231500.00,26,66300.00
Оптимизация платёжного модуля под ключ,234500.00,29,80000.00
Внедрение микросервисной архитектуры с нуля,236000.00,17,64700.00
Разработка веб-приложения под ключ,236000.00,21,100500.00
Аудит API-сервиса (SaaS),237000.00,26,66700.00
Разработка сети доставки контента (SaaS),238000.00,19,69900.00
Тестирование API-сервиса под ключ,238000.00,27,97800.00
Интеграция микросервисной архитектуры (SaaS),238500.00,22,102900.00
Аудит платёжного модуля на основе существующего решения,239500.00,22,60900.00
Аудит CRM-системы под ключ,239500.00,23,77400.00
Развёртывание системы резервного копирования (Enterprise),240500.00,19,110300.00
Оптимизация чат-бота,242000.00,29,108500.00
Тестирование базы данных (MVP),242500.00,20,84000.00
Интеграция веб-приложения с нуля,242500.00,24,106100.00
Миграция API-сервиса с нуля,243000.00,25,92700.00
Интеграция системы мониторинга,243500.00,29,104400.00
Аудит ERP-системы (MVP),243500.00,18,113800.00
Тестирование сети доставки контента с нуля,244500.00,24,105100.00
Интеграция системы мониторинга под ключ,245500.00,27,76900.00
Миграция CRM-системы,245500.00,20,92300.00
Развёртывание корпоративного портала на основе существующего решения,246000.00,31,108200.00
Разработка платёжного модуля,246000.00,20,120800.00
Проектирование нагрузочного тестирования,246500.00,26,81000.00
Аудит корпоративного портала под ключ,246500.00,26,95500.00
Аудит CRM-системы,246500.00,27,110000.00
Аудит сети доставки контента под ключ,247500.00,21,63900.00
Миграция мобильного приложения (SaaS),249000.00,24,67700.00
Оптимизация системы мониторинга под ключ,249000.00,32,90900.00
Развёртывание облачной инфраструктуры (Enterprise),249500.00,26,93100.00
Оптимизация системы аналитики на основе существующего решения,250000.00,29,81400.00
Тестирование системы резервного копирования,250000.00,24,83600.00
Миграция системы аутентификации с нуля,250500.00,32,102100.00
Развёртывание системы аутентификации (MVP),250500.00,31,120100.00
Оптимизация базы данных под ключ,250500.00,19,125100.00
Внедрение системы управления задачами с нуля,251500.00,32,69400.00
Аудит корпоративного портала,252000.00,18,106400.00
Разработка API-сервиса (Enterprise),252500.00,29,64000.00
Внедрение веб-приложения под ключ,253000.00,22,70800.00
Интеграция API-сервиса на основе существующего решения,254500.00,30,81500.00
Миграция чат-бота (SaaS),256000.00,29,106800.00
Проектирование платёжного модуля (MVP),257000.00,21,98300.00
Проектирование мобильного приложения (MVP),259000.00,31,127600.00
Аудит корпоративного портала (SaaS),259500.00,27,87200.00
Проектирование корпоративного портала под ключ,262000.00,18,85200.00
Аудит CRM-системы (POC),262500.00,30,90700.00
Проектирование CRM-системы под ключ,263000.00,33,104700.00
Тестирование системы мониторинга под ключ,264000.00,24,84600.00
Интеграция системы управления задачами (POC),265000.00,23,131400.00
Тестирование API-сервиса (POC),265500.00,29,68900.00
Оптимизация корпоративного портала,265500.00,32,84000.00
Развёртывание облачной инфраструктуры (Enterprise),266000.00,28,128400.00
Аудит DevOps-пайплайна (Enterprise),266500.00,32,84900.00
Тестирование ERP-системы (Enterprise),267000.00,28,87800.00
Тестирование ERP-системы (Enterprise),267000.00,21,117200.00
Интеграция платёжного модуля (Enterprise),267500.00,26,94000.00
Аудит корпоративного портала с нуля,268000.00,27,126700.00
Интеграция корпоративного портала,269000.00,33,108100.00
Тестирование облачной инфраструктуры на основе существующего решения,269500.00,21,101500.00
Развёртывание сети доставки контента с нуля,272000.00,24,108000.00
Развёртывание платёжного модуля (MVP),272000.00,30,113800.00
Проектирование системы аналитики под ключ,272500.00,25,125300.00
Проектирование системы управления задачами (POC),277500.00,28,138700.00
Развёртывание чат-бота,278000.00,22,101300.00
Оптимизация мобильного приложения с нуля,278000.00,36,123600.00
Развёртывание системы мониторинга на основе существующего решения,281500.00,21,74400.00
Оптимизация системы аутентификации (MVP),283500.00,24,81300.00
Тестирование платёжного модуля под ключ,283500.00,30,115100.00
Аудит панели администратора (POC),284500.00,22,105100.00
Развёртывание системы мониторинга (MVP),285000.00,28,72800.00
Оптимизация корпоративного портала (SaaS),285000.00,29,132300.00
Интеграция мобильного приложения (SaaS),286000.00,32,96800.00
Аудит панели администратора под ключ,287000.00,26,90400.00
Разработка нагрузочного тестирования (POC),288000.00,29,108600.00
Тестирование системы резервного копирования (POC),291500.00,22,103400.00
Аудит CRM-системы,293000.00,29,99000.00
Аудит CRM-системы под ключ,293000.00,28,136900.00
Оптимизация ERP-системы (MVP),294500.00,28,146600.00
Аудит CRM-системы (MVP),299000.00,37,118900.00
Тестирование нагрузочного тестирования,300000.00,29,104100.00
Развёртывание DevOps-пайплайна с нуля,300000.00,27,109100.00
Развёртывание системы резервного копирования (MVP),301500.00,30,141500.00
Тестирование базы данных (SaaS),303000.00,22,96800.00
Проектирование DevOps-пайплайна (MVP),303000.00,38,132500.00
Оптимизация нагрузочного тестирования под ключ,303500.00,33,116900.00
Проектирование платёжного модуля на основе существующего решения,304000.00,32,131500.00
Тестирование панели администратора (Enterprise),307500.00,22,97500.00
Оптимизация API-сервиса (POC),307500.00,26,139300.00
Тестирование API-сервиса с нуля,309500.00,38,106200.00
Оптимизация облачной инфраструктуры под ключ,310500.00,30,103500.00
Внедрение чат-бота,313500.00,23,79800.00
Внедрение API-сервиса на основе существующего решения,314500.00,28,143500.00
Оптимизация нагрузочного тестирования на основе существующего решения,315500.00,33,136800.00
Оптимизация системы управления задачами (POC),316500.00,26,123400.00
Проектирование системы управления задачами на основе существующего решения,317000.00,39,118000.00
Оптимизация микросервисной архитектуры (Enterprise),319000.00,28,139700.00
Интеграция базы данных,319500.00,28,137300.00
Тестирование системы аналитики,321000.00,34,85900.00
Тестирование платёжного модуля (SaaS),322000.00,26,91600.00
Миграция платёжного модуля (SaaS),322500.00,37,90100.00
Развёртывание нагрузочного тестирования (Enterprise),322500.00,24,112700.00
Оптимизация ERP-системы (SaaS),322500.00,38,122700.00
Тестирование панели администратора под ключ,323500.00,35,161300.00
Тестирование системы резервного копирования (Enterprise),324000.00,31,111700.00
Интеграция API-сервиса (MVP),325500.00,39,154100.00
Проектирование сети доставки контента (POC),327500.00,39,84500.00
Развёртывание корпоративного портала (Enterprise),327500.00,27,90100.00
Внедрение системы аутентификации на основе существующего решения,329500.00,23,114300.00
Проектирование системы управления задачами с нуля,329500.00,35,122600.00
Тестирование системы резервного копирования (SaaS),330000.00,29,84000.00
Развёртывание системы резервного копирования с нуля,331000.00,36,133900.00
Развёртывание платёжного модуля на основе существующего решения,332500.00,34,119100.00
Тестирование корпоративного портала (Enterprise),332500.00,40,135100.00
Интеграция системы резервного копирования (MVP),334000.00,37,119800.00
Интеграция базы данных (POC),335000.00,42,107900.00
Проектирование облачной инфраструктуры (SaaS),335000.00,38,152000.00
Тестирование облачной инфраструктуры,335500.00,44,114200.00
Миграция сети доставки контента (SaaS),338000.00,33,132000.00
Миграция панели администратора под ключ,338500.00,40,89100.00
Развёртывание базы данных,339000.00,40,124200.00
Тестирование микросервисной архитектуры (MVP),341000.00,40,126600.00
Проектирование мобильного приложения,341500.00,26,150600.00
Тестирование мобильного приложения (POC),343500.00,34,138200.00
Внедрение API-сервиса,346000.00,31,95700.00
Развёртывание системы управления задачами (MVP),346000.00,27,122800.00
Тестирование облачной инфраструктуры под ключ,346500.00,38,130000.00
Интеграция микросервисной архитектуры (MVP),348500.00,42,114200.00
Оптимизация системы мониторинга (MVP),350500.00,30,104400.00
Тестирование чат-бота,350500.00,41,147900.00
Интеграция корпоративного портала под ключ,351500.00,33,102600.00
Оптимизация облачной инфраструктуры на основе существующего решения,352500.00,31,109900.00
Проектирование платёжного модуля (SaaS),353000.00,45,121300.00
Тестирование API-сервиса (POC),355000.00,28,144000.00
Развёртывание API-сервиса под ключ,355500.00,44,101800.00
Проектирование мобильного приложения под ключ,357000.00,27,104100.00
Тестирование ERP-системы с нуля,357000.00,45,117700.00
Тестирование нагрузочного тестирования (SaaS),358500.00,37,92900.00
Миграция платёжного модуля,358500.00,33,162900.00
Тестирование системы мониторинга (SaaS),361000.00,36,115000.00
Развёртывание корпоративного портала (MVP),364000.00,34,166700.00
Оптимизация нагрузочного тестирования на основе существующего решения,365500.00,32,94600.00
Миграция системы управления задачами (POC),366000.00,45,96800.00
Развёртывание DevOps-пайплайна (POC),367000.00,39,118300.00
Интеграция платёжного модуля (Enterprise),369000.00,30,103400.00
Внедрение системы мониторинга (POC),370000.00,32,164700.00
Оптимизация платёжного модуля под ключ,372000.00,26,101900.00
Тестирование облачной инфраструктуры на основе существующего решения,372500.00,42,137200.00
Разработка ERP-системы (MVP),373500.00,29,163500.00
Оптимизация системы управления задачами (SaaS),374500.00,45,99200.00
Внедрение системы резервного копирования на основе существующего решения,375000.00,42,157200.00
Развёртывание сети доставки контента на основе существующего решения,377500.00,34,114500.00
Внедрение API-сервиса с нуля,379000.00,44,106100.00
Развёртывание DevOps-пайплайна на основе существующего решения,380500.00,36,175800.00
Развёртывание корпоративного портала (POC),382000.00,48,133700.00
Интеграция веб-приложения на основе существующего решения,383000.00,47,162800.00
Оптимизация системы аналитики (Enterprise),383000.00,49,169200.00
Тестирование системы аналитики (Enterprise),385500.00,46,132600.00
Интеграция нагрузочного тестирования (MVP),387000.00,35,117600.00
Развёртывание платёжного модуля с нуля,387500.00,45,144500.00
Оптимизация облачной инфраструктуры (SaaS),388000.00,34,117900.00
Оптимизация системы резервного копирования (POC),388000.00,37,118700.00
Миграция облачной инфраструктуры с нуля,388000.00,49,184100.00
Тестирование сети доставки контента (Enterprise),389500.00,43,118300.00
Оптимизация микросервисной архитектуры на основе существующего решения,390500.00,48,149900.00
Внедрение панели администратора (MVP),392000.00,47,100100.00
Развёртывание платёжного модуля (SaaS),392000.00,46,162900.00
Разработка чат-бота (SaaS),393000.00,31,195500.00
Миграция DevOps-пайплайна на основе существующего решения,393500.00,33,176000.00
Миграция системы аналитики (MVP),393500.00,43,182700.00
Тестирование веб-приложения (MVP),394000.00,31,138700.00
Разработка веб-приложения (Enterprise),396000.00,42,152000.00
Миграция DevOps-пайплайна (POC),396000.00,41,161100.00
Миграция панели администратора на основе существующего решения,398000.00,39,103500.00
Проектирование системы аутентификации (POC),399000.00,34,163400.00
Оптимизация ERP-системы,400500.00,35,115500.00
Разработка базы данных под ключ,400500.00,47,174400.00
Разработка корпоративного портала под ключ,405500.00,40,181200.00
Миграция базы данных,408000.00,48,123500.00
Развёртывание сети доставки контента,410000.00,34,170800.00
Миграция системы резервного копирования (SaaS),410500.00,30,135600.00
Проектирование нагрузочного тестирования под ключ,413000.00,51,127700.00
Развёртывание чат-бота (MVP),414500.00,31,153400.00
Оптимизация DevOps-пайплайна (POC),414500.00,51,204700.00
Развёртывание системы управления задачами,417500.00,44,198300.00
Оптимизация платёжного модуля,418500.00,34,119900.00
Оптимизация облачной инфраструктуры под ключ,423000.00,40,144300.00
Интеграция сети доставки контента,423500.00,48,135700.00
Развёртывание нагрузочного тестирования с нуля,425000.00,33,137200.00
Оптимизация сети доставки контента (SaaS),428500.00,49,207200.00
Миграция системы аутентификации (POC),429000.00,39,150000.00
Миграция платёжного модуля (MVP),433000.00,41,133900.00
Развёртывание DevOps-пайплайна (SaaS),434000.00,51,133200.00
Оптимизация базы данных (POC),434000.00,45,144500.00
Оптимизация платёжного модуля (SaaS),437500.00,34,116000.00
Развёртывание микросервисной архитектуры,439500.00,45,138800.00
Интеграция корпоративного портала (POC),440000.00,33,177400.00
Разработка CRM-системы на основе существующего решения,440500.00,53,203200.00
Развёртывание ERP-системы под ключ,441500.00,33,218100.00
Проектирование нагрузочного тестирования (MVP),442000.00,38,167400.00
Разработка системы аналитики,445000.00,42,213100.00
Миграция DevOps-пайплайна (Enterprise),446500.00,37,129300.00
Оптимизация чат-бота с нуля,447000.00,50,142600.00
Оптимизация системы управления задачами под ключ,447000.00,36,155200.00
Оптимизация системы аутентификации,447500.00,34,189100.00
Развёртывание базы данных (POC),447500.00,46,223300.00
Развёртывание нагрузочного тестирования (Enterprise),449000.00,51,127800.00
Проектирование системы аналитики на основе существующего решения,449500.00,40,167900.00
Развёртывание базы данных,450000.00,45,172300.00
Оптимизация ERP-системы на основе существующего решения,450500.00,33,149300.00
Проектирование панели администратора (SaaS),452000.00,33,127400.00
Оптимизация базы данных с нуля,454500.00,47,156600.00
Оптимизация корпоративного портала (SaaS),456500.00,56,139400.00
Развёртывание нагрузочного тестирования (SaaS),458000.00,49,175600.00
Миграция системы управления задачами с нуля,458000.00,56,186800.00
Оптимизация мобильного приложения (SaaS),461000.00,41,189800.00
Оптимизация системы аналитики (Enterprise),463500.00,57,208000.00
Миграция облачной инфраструктуры,464500.00,50,141700.00
Внедрение системы управления задачами (MVP),467000.00,36,162500.00
Миграция облачной инфраструктуры (POC),471500.00,46,143200.00
Оптимизация нагрузочного тестирования под ключ,471500.00,46,194700.00
Внедрение панели администратора (POC),472500.00,60,203600.00
Оптимизация корпоративного портала (POC),473500.00,38,139700.00
Оптимизация платёжного модуля (POC),474500.00,46,229400.00
Внедрение сети доставки контента на основе существующего решения,479500.00,42,122400.00
Внедрение DevOps-пайплайна (POC),483500.00,61,218300.00
Развёртывание чат-бота (Enterprise),486000.00,53,214000.00
Миграция корпоративного портала,488000.00,38,240600.00
Разработка мобильного приложения (SaaS),490500.00,63,124300.00
Проектирование системы аутентификации с нуля,491000.00,57,141400.00
Оптимизация базы данных на основе существующего решения,492500.00,43,180700.00
Оптимизация системы мониторинга под ключ,493500.00,61,222200.00
Оптимизация сети доставки контента (POC),494000.00,57,219900.00
Развёртывание системы аутентификации (MVP),494500.00,51,237400.00
Проектирование системы аутентификации (SaaS),496000.00,35,196900.00
Оптимизация веб-приложения (Enterprise),496500.00,39,205500.00
Миграция платёжного модуля (Enterprise),496500.00,56,218400.00
Миграция платёжного модуля под ключ,497000.00,39,209000.00
Оптимизация мобильного приложения (SaaS),499000.00,58,152300.00
Проектирование нагрузочного тестирования (Enterprise),502500.00,60,150300.00
Миграция нагрузочного тестирования (Enterprise),503000.00,57,244100.00
Развёртывание API-сервиса,503500.00,54,230400.00
Развёртывание панели администратора (SaaS),505000.00,62,134900.00
Разработка системы мониторинга,507500.00,55,194000.00
Развёртывание платёжного модуля (POC),510000.00,66,253000.00
Интеграция чат-бота под ключ,513500.00,41,197300.00
Развёртывание CRM-системы на основе существующего решения,514500.00,51,182200.00
Разработка базы данных (POC),515500.00,65,226000.00
Развёртывание базы данных (SaaS),517500.00,57,142700.00
Развёртывание корпоративного портала под ключ,517500.00,42,182600.00
Интеграция системы аналитики (SaaS),517500.00,58,186300.00
Развёртывание ERP-системы (MVP),523000.00,44,239000.00
Миграция ERP-системы на основе существующего решения,525500.00,39,205600.00
Развёртывание чат-бота (MVP),527000.00,64,146100.00
Проектирование панели администратора с нуля,528000.00,43,140100.00
Миграция системы аналитики на основе существующего решения,528500.00,54,241800.00
Проектирование веб-приложения,530000.00,51,195800.00
Интеграция нагрузочного тестирования (Enterprise),531000.00,59,229100.00
Интеграция системы аналитики (SaaS),532500.00,56,135800.00
Миграция системы аутентификации (POC),534500.00,44,186700.00
Развёртывание системы резервного копирования с нуля,534500.00,45,220500.00
Развёртывание платёжного модуля на основе существующего решения,537000.00,41,211600.00
Проектирование микросервисной архитектуры с нуля,537500.00,60,156200.00
Развёртывание DevOps-пайплайна с нуля,540000.00,56,159500.00
Развёртывание CRM-системы (MVP),540000.00,45,236600.00
Развёртывание CRM-системы,541000.00,47,255900.00
Развёртывание системы аналитики под ключ,542000.00,65,239500.00
Проектирование системы мониторинга (SaaS),542500.00,49,157800.00
Развёртывание платёжного модуля (Enterprise),545000.00,44,188100.00
Развёртывание DevOps-пайплайна под ключ,545000.00,46,213100.00
Проектирование API-сервиса под ключ,546500.00,49,212900.00
Проектирование системы резервного копирования (SaaS),547000.00,42,177700.00
Проектирование API-сервиса (Enterprise),549500.00,56,197400.00
Миграция CRM-системы с нуля,555500.00,46,194100.00
Внедрение нагрузочного тестирования (SaaS),559000.00,66,186900.00
Интеграция ERP-системы (POC),561000.00,42,208100.00
Разработка системы мониторинга (POC),563500.00,53,160000.00
Развёртывание ERP-системы на основе существующего решения,564000.00,45,167100.00
Разработка системы аналитики с нуля,565000.00,69,237500.00
Внедрение веб-приложения (MVP),569000.00,43,249400.00
Внедрение сети доставки контента,569500.00,48,233300.00
Проектирование DevOps-пайплайна (MVP),570000.00,50,172400.00
Интеграция DevOps-пайплайна под ключ,570500.00,60,161500.00
Проектирование API-сервиса (MVP),571000.00,73,145500.00
Интеграция корпоративного портала (MVP),571000.00,71,148600.00
Миграция системы резервного копирования под ключ,571500.00,55,179000.00
Миграция корпоративного портала (MVP),572000.00,41,264300.00
Интеграция DevOps-пайплайна (Enterprise),573500.00,58,243600.00
Проектирование платёжного модуля (MVP),575000.00,73,263100.00
Внедрение CRM-системы на основе существующего решения,576000.00,41,180800.00
Развёртывание платёжного модуля (POC),577500.00,49,162200.00
Разработка нагрузочного тестирования (SaaS),579500.00,69,263700.00
Развёртывание веб-приложения (MVP),581500.00,74,163500.00
Развёртывание системы аутентификации (MVP),584000.00,62,202600.00
Развёртывание системы управления задачами с нуля,584500.00,65,147500.00
Миграция системы управления задачами (Enterprise),585000.00,42,250200.00
Миграция мобильного приложения,586000.00,68,244600.00
Развёртывание системы аутентификации (MVP),587000.00,56,212300.00
Внедрение платёжного модуля под ключ,588000.00,47,236100.00
Миграция системы управления задачами (POC),588000.00,62,241600.00
Развёртывание системы резервного копирования с нуля,592500.00,43,176200.00
Проектирование панели администратора (SaaS),592500.00,65,215500.00
Развёртывание системы аналитики (Enterprise),594000.00,58,190600.00
Интеграция API-сервиса под ключ,595500.00,73,154900.00
Внедрение системы мониторинга (SaaS),596000.00,59,183100.00
Разработка CRM-системы (POC),596000.00,52,246900.00
Миграция системы мониторинга (POC),596500.00,60,158800.00
Проектирование нагрузочного тестирования (POC),599000.00,58,244900.00
Интеграция микросервисной архитектуры (POC),603000.00,65,197000.00
Миграция корпоративного портала (POC),604500.00,67,195800.00
Внедрение DevOps-пайплайна (MVP),612500.00,71,244700.00
Проектирование сети доставки контента (MVP),624000.00,53,264900.00
Разработка DevOps-пайплайна под ключ,626000.00,67,208200.00
Миграция DevOps-пайплайна (Enterprise),632500.00,50,210800.00
Проектирование DevOps-пайплайна (Enterprise),634000.00,76,178200.00
Интеграция системы аутентификации (Enterprise),634000.00,73,232200.00
Внедрение мобильного приложения (Enterprise),636500.00,56,251500.00
Проектирование облачной инфраструктуры под ключ,637500.00,68,220500.00
Миграция системы резервного копирования (SaaS),637500.00,51,245400.00
Проектирование DevOps-пайплайна с нуля,639000.00,52,303600.00
Проектирование чат-бота (MVP),640500.00,56,182900.00
Проектирование системы мониторинга (MVP),647500.00,79,229400.00
Проектирование нагрузочного тестирования (POC),648000.00,60,175900.00
Разработка системы аналитики под ключ,649500.00,59,168400.00
Внедрение API-сервиса с нуля,650500.00,72,172400.00
Внедрение ERP-системы под ключ,651500.00,82,315600.00
Интеграция системы мониторинга (Enterprise),652500.00,76,231300.00
Интеграция системы аналитики,658500.00,65,269200.00
Проектирование нагрузочного тестирования с нуля,659000.00,47,298600.00
Интеграция платёжного модуля под ключ,661000.00,65,222400.00
Миграция ERP-системы (POC),661500.00,69,261400.00
Разработка DevOps-пайплайна (SaaS),668000.00,63,286400.00
Проектирование системы резервного копирования под ключ,670500.00,62,321800.00
Миграция системы аналитики (POC),671500.00,64,234300.00
Интеграция мобильного приложения (SaaS),672000.00,76,243300.00
Внедрение CRM-системы на основе существующего решения,673000.00,83,181800.00
Разработка панели администратора на основе существующего решения,674500.00,52,182500.00
Миграция облачной инфраструктуры под ключ,683000.00,58,200800.00
Проектирование мобильного приложения (POC),685500.00,83,196700.00
Интеграция нагрузочного тестирования,686000.00,74,248400.00
Внедрение панели администратора на основе существующего решения,689000.00,81,231600.00
Проектирование облачной инфраструктуры (Enterprise),691000.00,64,323200.00
Проектирование базы данных (Enterprise),692500.00,84,342600.00
Миграция CRM-системы (SaaS),693000.00,59,230100.00
Проектирование системы аутентификации,693000.00,49,284100.00
Проектирование платёжного модуля под ключ,693500.00,56,208300.00
Внедрение облачной инфраструктуры под ключ,699500.00,53,204100.00
Внедрение системы управления задачами (POC),702500.00,63,249500.00
Внедрение системы аналитики на основе существующего решения,706500.00,67,190300.00
Внедрение облачной инфраструктуры с нуля,707500.00,81,249900.00
Разработка мобильного приложения с нуля,707500.00,60,313200.00
Внедрение системы управления задачами,710000.00,82,201500.00
Проектирование API-сервиса с нуля,711500.00,80,219600.00
Проектирование системы мониторинга (MVP),712500.00,92,320700.00
Миграция микросервисной архитектуры,715500.00,61,327400.00
Интеграция базы данных (POC),725500.00,55,193400.00
Проектирование системы мониторинга с нуля,735500.00,76,245900.00
Проектирование веб-приложения с нуля,738000.00,54,279500.00
Проектирование микросервисной архитектуры с нуля,747500.00,63,206500.00
Миграция сети доставки контента (Enterprise),747500.00,67,267900.00
Интеграция базы данных (POC),750500.00,66,344200.00
Проектирование чат-бота (MVP),751500.00,89,340600.00
Проектирование нагрузочного тестирования,758000.00,95,270700.00
Проектирование CRM-системы (MVP),762000.00,55,222700.00
Проектирование нагрузочного тестирования (SaaS),762000.00,61,362000.00
Миграция корпоративного портала на основе существующего решения,762000.00,89,376600.00
Проектирование нагрузочного тестирования под ключ,766000.00,82,321200.00
Интеграция облачной инфраструктуры с нуля,770500.00,59,284400.00
Внедрение облачной инфраструктуры (MVP),771500.00,95,269700.00
Интеграция ERP-системы на основе существующего решения,771500.00,67,282300.00
Проектирование системы аутентификации (MVP),774000.00,98,315300.00
Миграция системы аутентификации (SaaS),776500.00,57,256800.00
Интеграция веб-приложения на основе существующего решения,777500.00,85,358300.00
Внедрение ERP-системы (POC),780000.00,87,195000.00
Внедрение системы аутентификации (Enterprise),780000.00,63,218000.00
Внедрение CRM-системы (SaaS),782000.00,59,389900.00
Разработка системы аналитики (SaaS),782500.00,83,382400.00
Интеграция системы аналитики (Enterprise),787500.00,58,267700.00
Миграция облачной инфраструктуры (POC),788000.00,65,381300.00
Миграция системы аутентификации,790500.00,92,299800.00
Интеграция платёжного модуля (SaaS),794500.00,98,213100.00
Проектирование системы мониторинга на основе существующего решения,795500.00,62,311400.00
Внедрение чат-бота (POC),799000.00,65,244300.00
Внедрение корпоративного портала с нуля,805500.00,77,256900.00
Внедрение API-сервиса (POC),806500.00,70,396800.00
Миграция API-сервиса,812500.00,58,314300.00
Разработка системы мониторинга (POC),815000.00,65,345500.00
Внедрение корпоративного портала под ключ,824500.00,75,288200.00
Разработка панели администратора (SaaS),828000.00,94,229300.00
Интеграция системы мониторинга на основе существующего решения,828000.00,67,342700.00
Миграция корпоративного портала (POC),834500.00,91,351900.00
Внедрение микросервисной архитектуры на основе существующего решения,835500.00,64,240300.00
Миграция корпоративного портала с нуля,837500.00,98,386400.00
Миграция микросервисной архитектуры (POC),840000.00,88,401700.00
Внедрение базы данных (POC),842500.00,65,334900.00
Разработка чат-бота (Enterprise),849000.00,86,409200.00
Миграция системы аналитики (POC),849500.00,61,322700.00
Миграция микросервисной архитектуры (POC),855000.00,62,272300.00
Интеграция нагрузочного тестирования (POC),857000.00,78,257700.00
Интеграция базы данных с нуля,863000.00,88,218400.00
Миграция DevOps-пайплайна на основе существующего решения,867500.00,70,244000.00
Внедрение системы аналитики с нуля,868000.00,93,340100.00
Интеграция системы управления задачами с нуля,868500.00,102,251800.00
Разработка веб-приложения (SaaS),870500.00,111,229100.00
Миграция облачной инфраструктуры с нуля,876500.00,92,245400.00
Интеграция мобильного приложения,883000.00,104,337500.00
Интеграция системы мониторинга (POC),884000.00,84,292100.00
Разработка микросервисной архитектуры под ключ,884500.00,89,308600.00
Миграция API-сервиса с нуля,884500.00,73,350300.00
Миграция системы мониторинга (SaaS),888000.00,93,277500.00
Внедрение базы данных (POC),889500.00,76,346900.00
Интеграция системы аутентификации под ключ,893000.00,83,333300.00
Разработка системы резервного копирования,896500.00,85,418400.00
Миграция мобильного приложения,897000.00,70,344300.00
Внедрение ERP-системы с нуля,904000.00,102,235500.00
Интеграция платёжного модуля (MVP),914000.00,97,244000.00
Интеграция системы аутентификации (MVP),922500.00,88,453900.00
Интеграция облачной инфраструктуры на основе существующего решения,924500.00,100,386500.00
Интеграция базы данных (POC),925500.00,70,410700.00
Интеграция системы управления задачами (MVP),926500.00,71,254100.00
Разработка системы управления задачами (Enterprise),927000.00,117,280400.00
Интеграция платёжного модуля (POC),935500.00,102,244800.00
Внедрение корпоративного портала (Enterprise),938500.00,66,306400.00
Внедрение ERP-системы под ключ,943500.00,101,281100.00
Интеграция чат-бота с нуля,946500.00,78,249900.00
Разработка системы мониторинга (Enterprise),950000.00,82,303600.00
Разработка облачной инфраструктуры под ключ,952000.00,120,299700.00
Разработка чат-бота (POC),955500.00,68,348500.00
Разработка ERP-системы (Enterprise),972500.00,81,444700.00
Интеграция системы управления задачами с нуля,995000.00,125,390700.00
Интеграция CRM-системы (Enterprise),1007500.00,111,407300.00
Интеграция сети доставки контента под ключ,1011000.00,118,477600.00
Интеграция микросервисной архитектуры под ключ,1012500.00,114,366500.00
Разработка DevOps-пайплайна (Enterprise),1020000.00,112,463800.00
Внедрение ERP-системы (MVP),1024500.00,92,307000.00
Разработка микросервисной архитектуры на основе существующего решения,1029500.00,110,319900.00
Разработка системы аутентификации,1031500.00,79,289800.00
Интеграция системы аутентификации (POC),1052000.00,125,410700.00
Интеграция платёжного модуля (Enterprise),1052000.00,133,453500.00
Разработка веб-приложения под ключ,1052500.00,88,472900.00
Внедрение корпоративного портала (POC),1075500.00,109,387400.00
Внедрение корпоративного портала (MVP),1080000.00,108,511700.00
Интеграция сети доставки контента под ключ,1083000.00,127,318700.00
Внедрение API-сервиса (MVP),1092000.00,104,316500.00
Внедрение корпоративного портала,1096000.00,138,429800.00
Разработка системы резервного копирования на основе существующего решения,1096000.00,93,537800.00
Разработка корпоративного портала (POC),1101000.00,119,388300.00
Разработка ERP-системы (MVP),1108000.00,117,506700.00
Интеграция системы управления задачами с нуля,1108500.00,129,418600.00
Интеграция системы управления задачами на основе существующего решения,1114500.00,107,387200.00
Разработка системы аналитики на основе существующего решения,1119000.00,88,342500.00
Внедрение мобильного приложения,1123500.00,98,433800.00
Внедрение системы управления задачами (Enterprise),1124500.00,93,503600.00
Внедрение системы управления задачами с нуля,1126000.00,119,455500.00
Интеграция панели администратора (MVP),1130500.00,91,335300.00
Интеграция платёжного модуля (POC),1141500.00,129,539600.00
Интеграция системы управления задачами под ключ,1141500.00,96,566800.00
Интеграция облачной инфраструктуры под ключ,1144500.00,103,364800.00
Интеграция системы аналитики (SaaS),1156000.00,150,486800.00
Внедрение системы аналитики (Enterprise),1159000.00,144,474900.00
Интеграция ERP-системы (MVP),1163000.00,85,344900.00
Интеграция платёжного модуля (MVP),1180000.00,113,396300.00
Интеграция CRM-системы (SaaS),1185000.00,147,462100.00
Внедрение сети доставки контента (Enterprise),1186500.00,92,541400.00
Внедрение системы аналитики на основе существующего решения,1187000.00,134,577800.00
Разработка API-сервиса (POC),1196500.00,147,573800.00
Разработка чат-бота (SaaS),1204000.00,120,583500.00
Внедрение микросервисной архитектуры с нуля,1211500.00,100,520300.00
Разработка нагрузочного тестирования (Enterprise),1213500.00,124,310100.00
Разработка CRM-системы с нуля,1227500.00,121,551400.00
Разработка системы аутентификации,1234000.00,145,445300.00
Разработка ERP-системы на основе существующего решения,1240000.00,135,320300.00
Разработка базы данных (SaaS),1257500.00,133,491900.00
Внедрение системы аутентификации (Enterprise),1272500.00,146,343100.00
Внедрение системы резервного копирования (SaaS),1274500.00,141,361500.00
Разработка корпоративного портала (POC),1279500.00,149,614100.00
Разработка системы управления задачами (MVP),1282500.00,90,404000.00
Внедрение системы аналитики,1292000.00,108,582700.00
