name,cost,duration_days,prepayment
Проектирование системы управления задачами (POC),157500.00,12,55800.00
Аудит базы данных (Enterprise),128500.00,14,45600.00
Оптимизация системы управления задачами под ключ,475000.00,46,165300.00
Тестирование платёжного модуля с нуля,321500.00,23,119900.00
Разработка системы резервного копирования,84000.00,9,31700.00
Развёртывание CRM-системы с нуля,262000.00,31,101900.00
Настройка системы резервного копирования на основе существующего решения,160000.00,12,59800.00
Тестирование корпоративного портала под ключ,216000.00,22,74500.00
Внедрение системы аналитики (SaaS),445000.00,35,215500.00
Интеграция ERP-системы (POC),162500.00,21,54200.00
Оптимизация корпоративного портала (Enterprise),88500.00,9,29600.00
Интеграция CRM-системы,172500.00,14,76900.00
Разработка DevOps-пайплайна,1055000.00,80,497500.00
Разработка ERP-системы под ключ,1862000.00,168,776400.00
Аудит платёжного модуля (MVP),170500.00,22,53200.00
Настройка корпоративного портала под ключ,23500.00,2,11300.00
Развёртывание панели администратора с нуля,553000.00,46,202100.00
Тестирование нагрузочного тестирования под ключ,130500.00,10,51400.00
Тестирование мобильного приложения (MVP),312000.00,30,112000.00
Проектирование ERP-системы (POC),213500.00,15,65800.00
Проектирование CRM-системы с нуля,390500.00,41,194200.00
Настройка панели администратора с нуля,150000.00,15,74500.00
Внедрение CRM-системы (MVP),155500.00,20,38900.00
Консультация DevOps-пайплайна с нуля,38500.00,3,16400.00
Разработка системы управления задачами на основе существующего решения,495500.00,48,128300.00
Разработка базы данных под ключ,943000.00,117,345000.00
Настройка облачной инфраструктуры (MVP),171000.00,15,76000.00
Разработка API-сервиса с нуля,309000.00,39,123400.00
Внедрение веб-приложения (MVP),286000.00,29,112600.00
Миграция веб-приложения (SaaS),697000.00,84,317300.00
Проектирование корпоративного портала на основе существующего решения,540000.00,57,238600.00
Аудит сети доставки контента (SaaS),262000.00,30,70800.00
Внедрение системы мониторинга (SaaS),213000.00,24,86900.00
Сопровождение DevOps-пайплайна на основе существующего решения,121500.00,11,57600.00
Развёртывание API-сервиса,343500.00,42,141000.00
Развёртывание системы мониторинга на основе существующего решения,135000.00,17,38500.00
Проектирование базы данных с нуля,699500.00,79,303200.00
Развёртывание сети доставки контента под ключ,597500.00,68,277600.00
Консультация базы данных под ключ,16500.00,1,7200.00
Интеграция веб-приложения (SaaS),1093000.00,133,324300.00
Тестирование ERP-системы на основе существующего решения,252000.00,32,115900.00
Развёртывание сети доставки контента (Enterprise),63000.00,7,29600.00
Настройка ERP-системы на основе существующего решения,79000.00,9,37400.00
Консультация мобильного приложения на основе существующего решения,79000.00,9,23600.00
Развёртывание системы управления задачами (MVP),57500.00,5,17600.00
Сопровождение корпоративного портала (POC),12500.00,1,4900.00
Развёртывание ERP-системы на основе существующего решения,475500.00,41,154800.00
Интеграция облачной инфраструктуры под ключ,436000.00,33,184300.00
Миграция мобильного приложения на основе существующего решения,597000.00,58,200300.00
Миграция чат-бота на основе существующего решения,763500.00,62,325200.00
Проектирование облачной инфраструктуры (MVP),312000.00,33,153800.00
Интеграция облачной инфраструктуры,232000.00,18,82400.00
Консультация CRM-системы на основе существующего решения,50500.00,4,24100.00
Тестирование сети доставки контента с нуля,29500.00,3,12200.00
Развёртывание микросервисной архитектуры (SaaS),114500.00,10,45400.00
Разработка системы аналитики (POC),1907500.00,175,562200.00
Оптимизация системы аналитики (SaaS),141500.00,13,66700.00
Миграция базы данных под ключ,389500.00,41,171500.00
Внедрение панели администратора (SaaS),115500.00,10,52400.00
Внедрение системы управления задачами,1315500.00,154,475000.00
Проектирование нагрузочного тестирования,687000.00,72,202400.00
Интеграция корпоративного портала (POC),236000.00,21,100800.00
Интеграция ERP-системы на основе существующего решения,740500.00,76,199100.00
Аудит системы управления задачами на основе существующего решения,298500.00,28,96100.00
Тестирование API-сервиса (POC),67000.00,7,33200.00
Проектирование платёжного модуля (POC),260000.00,27,127700.00
Интеграция платёжного модуля (MVP),317500.00,27,126800.00
Внедрение CRM-системы,1326500.00,111,408300.00
Тестирование системы аутентификации (POC),358500.00,33,157900.00
Тестирование системы мониторинга (MVP),154000.00,20,43600.00
Проектирование веб-приложения (MVP),346000.00,30,161200.00
Внедрение сети доставки контента с нуля,1478000.00,131,383100.00
Сопровождение системы резервного копирования (Enterprise),99500.00,8,48500.00
Консультация системы резервного копирования,77500.00,8,25600.00
Сопровождение чат-бота (POC),56000.00,6,19700.00
Миграция панели администратора на основе существующего решения,520500.00,44,136300.00
Внедрение чат-бота (MVP),969000.00,114,421900.00
Настройка мобильного приложения с нуля,93000.00,8,31100.00
Сопровождение базы данных под ключ,94500.00,11,30400.00
Миграция API-сервиса (SaaS),115000.00,9,38900.00
Тестирование системы управления задачами под ключ,30000.00,3,13400.00
Аудит API-сервиса (MVP),119500.00,9,40500.00
Тестирование веб-приложения под ключ,128000.00,10,55300.00
Разработка API-сервиса под ключ,860000.00,73,347500.00
Сопровождение веб-приложения (MVP),118500.00,15,33000.00
Сопровождение системы мониторинга (MVP),96500.00,11,36100.00
Консультация сети доставки контента,14000.00,1,5000.00
Внедрение мобильного приложения с нуля,878000.00,90,235200.00
Разработка мобильного приложения с нуля,814000.00,93,391400.00
Настройка системы аналитики под ключ,33000.00,3,11800.00
Оптимизация сети доставки контента (MVP),428500.00,36,169500.00
Настройка системы управления задачами (Enterprise),108000.00,8,42500.00
Интеграция корпоративного портала с нуля,1155500.00,138,550200.00
Сопровождение микросервисной архитектуры,48000.00,6,21000.00
Аудит мобильного приложения (Enterprise),122000.00,16,34200.00
Внедрение микросервисной архитектуры под ключ,277500.00,29,79300.00
Внедрение чат-бота (MVP),220000.00,17,60500.00
Консультация системы мониторинга (POC),31500.00,4,9000.00
Аудит API-сервиса с нуля,49000.00,6,14400.00
Интеграция сети доставки контента на основе существующего решения,496500.00,43,186000.00
Аудит веб-приложения (Enterprise),20000.00,2,8900.00
Интеграция ERP-системы с нуля,850000.00,61,298100.00
Проектирование панели администратора (POC),134500.00,12,67100.00
Миграция системы аутентификации (Enterprise),229000.00,28,93100.00
Развёртывание веб-приложения,444000.00,35,196400.00
Тестирование чат-бота (MVP),279500.00,32,101100.00
Настройка корпоративного портала на основе существующего решения,90000.00,11,24500.00
Интеграция базы данных (SaaS),827000.00,70,357500.00
Внедрение CRM-системы с нуля,390500.00,38,170300.00
Разработка системы резервного копирования (MVP),244000.00,31,87100.00
Настройка панели администратора на основе существующего решения,198500.00,22,74400.00
Внедрение системы мониторинга под ключ,318000.00,26,151900.00
Интеграция платёжного модуля (SaaS),435000.00,39,164900.00
Аудит DevOps-пайплайна,90000.00,10,44600.00
Настройка системы аналитики на основе существующего решения,60500.00,5,21400.00
Настройка CRM-системы,138500.00,15,54700.00
Проектирование платёжного модуля,377500.00,38,131700.00
Интеграция сети доставки контента (SaaS),183000.00,16,66300.00
Тестирование чат-бота на основе существующего решения,64500.00,5,22500.00
Проектирование облачной инфраструктуры (MVP),343000.00,39,97400.00
Интеграция платёжного модуля (POC),251000.00,28,118800.00
Сопровождение CRM-системы,52000.00,5,24400.00
Внедрение DevOps-пайплайна (SaaS),147000.00,11,57900.00
Оптимизация системы управления задачами под ключ,370000.00,41,173300.00
Сопровождение мобильного приложения (POC),67500.00,8,27200.00
Развёртывание системы аналитики (SaaS),209000.00,26,89200.00
Интеграция нагрузочного тестирования (Enterprise),716000.00,84,247200.00
Развёртывание сети доставки контента (POC),171000.00,16,71300.00
Консультация CRM-системы на основе существующего решения,23000.00,2,6800.00
Внедрение системы аналитики (SaaS),613000.00,49,254900.00
Разработка системы аналитики (Enterprise),517500.00,38,134000.00
Миграция нагрузочного тестирования с нуля,136500.00,13,36800.00
Тестирование веб-приложения на основе существующего решения,115500.00,9,57600.00
Оптимизация API-сервиса под ключ,289000.00,20,131200.00
Консультация системы мониторинга,35500.00,3,16900.00
Настройка ERP-системы на основе существующего решения,70000.00,6,32700.00
Тестирование веб-приложения с нуля,135000.00,15,39600.00
Внедрение веб-приложения (Enterprise),165000.00,18,45800.00
Сопровождение платёжного модуля (MVP),130500.00,15,45700.00
Интеграция мобильного приложения (MVP),329000.00,34,133500.00
Аудит DevOps-пайплайна под ключ,200000.00,23,69000.00
Внедрение системы резервного копирования (POC),403000.00,29,112800.00
Интеграция мобильного приложения (MVP),570000.00,59,201300.00
Настройка системы управления задачами под ключ,76000.00,9,28800.00
Интеграция микросервисной архитектуры (SaaS),863000.00,99,426100.00
Внедрение облачной инфраструктуры (POC),924000.00,93,458700.00
Миграция сети доставки контента (POC),111500.00,13,47100.00
Разработка сети доставки контента (MVP),869000.00,80,277500.00
Консультация системы управления задачами (Enterprise),12500.00,1,4400.00
Внедрение CRM-системы с нуля,1409000.00,110,460800.00
Проектирование мобильного приложения с нуля,158000.00,12,54600.00
Разработка системы мониторинга под ключ,1575000.00,151,552800.00
Развёртывание системы резервного копирования (MVP),484000.00,47,143600.00
Тестирование облачной инфраструктуры с нуля,364500.00,29,128900.00
Интеграция облачной инфраструктуры (Enterprise),160000.00,13,56700.00
Разработка сети доставки контента под ключ,1499500.00,115,499800.00
Сопровождение корпоративного портала на основе существующего решения,118500.00,13,58300.00
Развёртывание облачной инфраструктуры на основе существующего решения,392000.00,33,109700.00
Развёртывание сети доставки контента на основе существующего решения,440000.00,41,129900.00
Консультация системы аналитики (MVP),42500.00,5,19600.00
Аудит веб-приложения на основе существующего решения,168500.00,15,79500.00
Проектирование ERP-системы (MVP),281500.00,24,109000.00
Разработка DevOps-пайплайна (SaaS),1501500.00,184,546900.00
Развёртывание API-сервиса,429000.00,44,188700.00
Аудит панели администратора с нуля,111500.00,11,55300.00
Тестирование CRM-системы на основе существующего решения,138500.00,17,47100.00
Проектирование мобильного приложения (SaaS),743000.00,85,364100.00
Разработка базы данных (MVP),427500.00,49,203900.00
Разработка микросервисной архитектуры (Enterprise),142500.00,16,44400.00
Внедрение системы мониторинга (POC),922000.00,114,326700.00
Внедрение системы управления задачами под ключ,505000.00,47,152500.00
Тестирование микросервисной архитектуры (POC),323500.00,34,89900.00
Интеграция корпоративного портала с нуля,1005000.00,83,345500.00
Разработка нагрузочного тестирования (Enterprise),449500.00,53,163700.00
Разработка системы резервного копирования (POC),797000.00,67,257700.00
Настройка системы резервного копирования,152000.00,19,57500.00
Аудит веб-приложения (POC),73500.00,6,35700.00
Развёртывание API-сервиса на основе существующего решения,187500.00,19,77500.00
Развёртывание корпоративного портала с нуля,438500.00,39,159700.00
Разработка микросервисной архитектуры на основе существующего решения,1244000.00,141,498200.00
Миграция панели администратора на основе существующего решения,345500.00,43,110800.00
Аудит ERP-системы (Enterprise),175500.00,16,67600.00
Тестирование чат-бота под ключ,120500.00,11,32400.00
Миграция системы аналитики (SaaS),339000.00,28,143000.00
Внедрение чат-бота с нуля,1195500.00,154,314800.00
Тестирование системы аналитики под ключ,310500.00,24,148900.00
Сопровождение системы мониторинга на основе существующего решения,29000.00,4,10400.00
Настройка нагрузочного тестирования с нуля,171500.00,14,78700.00
Тестирование облачной инфраструктуры (MVP),206500.00,24,100600.00
Аудит CRM-системы (POC),19500.00,2,7200.00
Внедрение чат-бота с нуля,1395000.00,112,607200.00
Интеграция базы данных,1162500.00,98,400000.00
Развёртывание нагрузочного тестирования,480000.00,34,144700.00
Сопровождение системы аутентификации (Enterprise),139500.00,14,60900.00
Интеграция ERP-системы под ключ,245500.00,26,107500.00
Оптимизация сети доставки контента (Enterprise),168000.00,14,65700.00
Аудит чат-бота (MVP),221000.00,28,102200.00
Проектирование нагрузочного тестирования на основе существующего решения,57500.00,7,20800.00
Сопровождение CRM-системы на основе существующего решения,82500.00,10,40000.00
Миграция API-сервиса на основе существующего решения,761000.00,80,286200.00
Консультация чат-бота под ключ,32000.00,2,8600.00
Внедрение системы резервного копирования (MVP),1035000.00,125,374500.00
Сопровождение системы управления задачами (Enterprise),145500.00,14,40000.00
Развёртывание веб-приложения с нуля,572000.00,59,153700.00
Консультация системы управления задачами (MVP),28500.00,3,7400.00
Тестирование нагрузочного тестирования (POC),390500.00,49,131800.00
Внедрение мобильного приложения (MVP),476500.00,35,170900.00
Консультация системы резервного копирования (SaaS),77000.00,8,33300.00
Разработка системы управления задачами на основе существующего решения,148500.00,16,60100.00
Проектирование чат-бота с нуля,747500.00,71,229800.00
Тестирование чат-бота (SaaS),132500.00,13,57800.00
Разработка корпоративного портала (SaaS),401500.00,52,107200.00
Сопровождение API-сервиса (Enterprise),62500.00,7,21600.00
Аудит нагрузочного тестирования,294500.00,35,120200.00
Сопровождение мобильного приложения (MVP),96500.00,12,43500.00
Аудит микросервисной архитектуры,277500.00,33,104000.00
Оптимизация панели администратора с нуля,306500.00,27,116900.00
Сопровождение мобильного приложения под ключ,132000.00,12,56700.00
Сопровождение системы мониторинга на основе существующего решения,36000.00,3,15600.00
Сопровождение облачной инфраструктуры (MVP),75000.00,8,19800.00
Развёртывание платёжного модуля (Enterprise),220000.00,23,82000.00
Внедрение системы резервного копирования (POC),763500.00,91,341800.00
Развёртывание платёжного модуля на основе существующего решения,258000.00,33,74200.00
Развёртывание микросервисной архитектуры (SaaS),178000.00,17,53600.00
Миграция API-сервиса (Enterprise),722500.00,69,332700.00
Проектирование мобильного приложения (SaaS),301000.00,28,131200.00
Настройка веб-приложения на основе существующего решения,113000.00,13,43300.00
Развёртывание системы управления задачами (MVP),450000.00,39,184400.00
Сопровождение CRM-системы на основе существующего решения,86500.00,7,31800.00
Интеграция системы аутентификации,678500.00,72,244500.00
Развёртывание системы аналитики на основе существующего решения,200000.00,23,70300.00
Развёртывание облачной инфраструктуры (POC),468500.00,41,145300.00
Оптимизация микросервисной архитектуры с нуля,163500.00,13,76900.00
Оптимизация облачной инфраструктуры под ключ,385500.00,45,110200.00
Консультация веб-приложения (POC),22000.00,2,10400.00
Оптимизация CRM-системы (MVP),291000.00,30,123900.00
Развёртывание сети доставки контента (POC),337000.00,26,122400.00
Аудит веб-приложения (MVP),128500.00,14,41900.00
Развёртывание чат-бота (SaaS),130000.00,16,33600.00
Аудит CRM-системы (Enterprise),79500.00,7,24700.00
Внедрение базы данных под ключ,593500.00,74,239600.00
Тестирование панели администратора на основе существующего решения,102000.00,9,43300.00
Оптимизация системы резервного копирования (Enterprise),270000.00,24,132400.00
Консультация системы резервного копирования (SaaS),7000.00,1,2100.00
Проектирование системы аутентификации (MVP),492500.00,56,185700.00
Настройка чат-бота (SaaS),138000.00,11,61800.00
Миграция сети доставки контента (Enterprise),554500.00,54,187100.00
Аудит чат-бота (POC),205500.00,24,92800.00
Сопровождение DevOps-пайплайна (SaaS),47000.00,4,20800.00
Сопровождение системы мониторинга с нуля,43000.00,5,16600.00
Внедрение системы резервного копирования,744000.00,81,207200.00
Консультация микросервисной архитектуры,32500.00,4,9900.00
Проектирование чат-бота (POC),371500.00,39,122300.00
Внедрение системы аналитики (POC),1224000.00,105,357900.00
Проектирование CRM-системы (POC),741000.00,75,238600.00
Оптимизация DevOps-пайплайна (Enterprise),336500.00,28,147300.00
Сопровождение API-сервиса,52000.00,4,16700.00
Внедрение ERP-системы (Enterprise),512000.00,51,156800.00
Аудит сети доставки контента на основе существующего решения,249000.00,31,99300.00
Проектирование системы мониторинга (MVP),213500.00,26,76800.00
Миграция DevOps-пайплайна,431500.00,33,190600.00
Консультация сети доставки контента (Enterprise),56000.00,4,27500.00
Тестирование корпоративного портала (SaaS),154000.00,14,43700.00
Оптимизация чат-бота с нуля,200000.00,22,54300.00
Интеграция системы управления задачами,254500.00,32,120800.00
Развёртывание платёжного модуля (SaaS),394500.00,31,177100.00
Проектирование облачной инфраструктуры (SaaS),452500.00,54,171700.00
Проектирование веб-приложения (POC),629500.00,54,286200.00
Миграция облачной инфраструктуры (POC),111000.00,12,29100.00
Консультация API-сервиса с нуля,62500.00,7,29700.00
Проектирование веб-приложения (MVP),600500.00,69,164600.00
Миграция микросервисной архитектуры (POC),713500.00,78,218400.00
Настройка чат-бота (Enterprise),14500.00,1,6500.00
Миграция системы аналитики (SaaS),178000.00,18,72500.00
Аудит системы аналитики,208000.00,19,69300.00
Аудит микросервисной архитектуры с нуля,134500.00,16,49400.00
Проектирование системы резервного копирования под ключ,570500.00,66,143200.00
Консультация нагрузочного тестирования с нуля,33000.00,4,15700.00
Миграция CRM-системы с нуля,413500.00,38,189500.00
Оптимизация корпоративного портала с нуля,125500.00,16,58800.00
Тестирование сети доставки контента,351000.00,43,166900.00
Консультация системы резервного копирования на основе существующего решения,58500.00,8,28800.00
Миграция системы аналитики на основе существующего решения,482000.00,36,125900.00
Сопровождение микросервисной архитектуры (MVP),68000.00,6,22000.00
Развёртывание базы данных,317500.00,33,107700.00
Проектирование системы аутентификации (SaaS),169000.00,14,75200.00
Аудит системы резервного копирования с нуля,205500.00,23,102600.00
Тестирование микросервисной архитектуры с нуля,76000.00,6,22300.00
Миграция системы аналитики (MVP),558500.00,70,146200.00
Аудит CRM-системы с нуля,109000.00,9,45000.00
Разработка корпоративного портала,160500.00,20,42300.00
Настройка системы мониторинга с нуля,16500.00,2,7100.00
Консультация нагрузочного тестирования (SaaS),7000.00,1,2400.00
Консультация облачной инфраструктуры (MVP),11000.00,1,4300.00
Внедрение микросервисной архитектуры (MVP),738000.00,63,329000.00
Сопровождение API-сервиса под ключ,33000.00,3,8900.00
Развёртывание CRM-системы,173000.00,18,68700.00
Настройка облачной инфраструктуры (POC),157000.00,13,43500.00
Оптимизация системы аналитики (SaaS),370500.00,39,182300.00
Оптимизация сети доставки контента,94000.00,12,27600.00
Проектирование мобильного приложения на основе существующего решения,107500.00,11,41300.00
Аудит панели администратора (SaaS),195500.00,19,82600.00
Миграция системы резервного копирования (POC),231500.00,23,99600.00
Тестирование базы данных (MVP),37500.00,4,17500.00
Сопровождение DevOps-пайплайна под ключ,28500.00,4,7700.00
Аудит базы данных на основе существующего решения,131500.00,13,58800.00
Аудит чат-бота под ключ,115000.00,8,42600.00
Интеграция CRM-системы,563000.00,49,280100.00
Настройка чат-бота (MVP),73500.00,9,20000.00
Настройка системы резервного копирования с нуля,135500.00,14,54800.00
Внедрение системы аналитики под ключ,314000.00,26,91100.00
Проектирование DevOps-пайплайна,571500.00,65,161500.00
Настройка облачной инфраструктуры (Enterprise),85500.00,9,29700.00
Проектирование базы данных (SaaS),376500.00,27,111100.00
Сопровождение системы аналитики,129000.00,13,45600.00
Миграция системы аутентификации (Enterprise),190000.00,16,53600.00
Сопровождение CRM-системы на основе существующего решения,10000.00,1,3600.00
Интеграция системы управления задачами под ключ,503500.00,40,142600.00
Проектирование системы управления задачами (MVP),336500.00,27,140200.00
Разработка системы резервного копирования (SaaS),1525500.00,142,715800.00
Сопровождение API-сервиса (SaaS),76000.00,8,36300.00
Миграция DevOps-пайплайна под ключ,882500.00,66,433100.00
Интеграция системы аутентификации на основе существующего решения,1069500.00,77,289900.00
Миграция мобильного приложения на основе существующего решения,486000.00,57,154300.00
Интеграция платёжного модуля (Enterprise),912000.00,84,382400.00
Развёртывание чат-бота (POC),579500.00,57,230400.00
Оптимизация чат-бота,61500.00,5,26200.00
Тестирование системы управления задачами (POC),292000.00,34,135600.00
Интеграция ERP-системы (SaaS),328000.00,30,132700.00
Консультация системы аналитики (POC),77000.00,8,26400.00
Сопровождение веб-приложения на основе существующего решения,143500.00,14,58100.00
Консультация платёжного модуля под ключ,40000.00,5,11600.00
Оптимизация чат-бота (SaaS),68000.00,6,22600.00
Проектирование ERP-системы (Enterprise),420000.00,30,143200.00
Разработка микросервисной архитектуры (Enterprise),696000.00,84,265000.00
Консультация ERP-системы (SaaS),36500.00,3,9500.00
Оптимизация веб-приложения (SaaS),208500.00,26,58300.00
Аудит сети доставки контента (SaaS),133500.00,10,64200.00
Аудит системы управления задачами (Enterprise),134500.00,16,47800.00
Разработка микросервисной архитектуры,1645500.00,137,719300.00
Интеграция панели администратора с нуля,579500.00,57,183600.00
Настройка платёжного модуля (Enterprise),32500.00,4,15100.00
Консультация DevOps-пайплайна (POC),54500.00,5,22900.00
Консультация системы аналитики на основе существующего решения,58000.00,6,25800.00
Интеграция системы аутентификации (MVP),605500.00,78,243400.00
Интеграция нагрузочного тестирования,1183000.00,92,464600.00
Миграция корпоративного портала под ключ,290500.00,27,114900.00
Проектирование системы управления задачами (Enterprise),697500.00,57,342800.00
Оптимизация системы мониторинга,125000.00,16,46300.00
Оптимизация нагрузочного тестирования (POC),410500.00,49,156800.00
Интеграция системы мониторинга (Enterprise),242000.00,17,65800.00
Разработка чат-бота с нуля,1282500.00,106,529500.00
Тестирование нагрузочного тестирования (Enterprise),209500.00,19,100100.00
Оптимизация корпоративного портала на основе существующего решения,255000.00,26,69400.00
Развёртывание системы аутентификации,496000.00,38,161200.00
Интеграция DevOps-пайплайна (MVP),1011000.00,129,337000.00
Развёртывание системы управления задачами (Enterprise),215500.00,20,62300.00
Интеграция панели администратора (SaaS),969000.00,118,280600.00
Оптимизация базы данных (Enterprise),233000.00,26,91800.00
Консультация чат-бота (POC),38500.00,4,12400.00
Интеграция чат-бота (Enterprise),543000.00,62,144100.00
Интеграция панели администратора (MVP),1124500.00,84,288300.00
Настройка сети доставки контента (SaaS),171000.00,18,75700.00
Аудит DevOps-пайплайна (POC),151000.00,12,64900.00
Внедрение API-сервиса (SaaS),1030000.00,129,437700.00
Развёртывание базы данных (Enterprise),186000.00,19,70300.00
Внедрение сети доставки контента с нуля,606500.00,67,278100.00
Проектирование системы мониторинга с нуля,52000.00,5,20500.00
Консультация сети доставки контента на основе существующего решения,73000.00,9,25600.00
Интеграция сети доставки контента (Enterprise),178000.00,14,86800.00
Консультация ERP-системы на основе существующего решения,44000.00,4,19700.00
Тестирование сети доставки контента (POC),330500.00,32,140700.00
Разработка системы управления задачами с нуля,1025000.00,74,287300.00
Аудит API-сервиса (MVP),189500.00,15,79500.00
Сопровождение веб-приложения (Enterprise),90500.00,9,44000.00
Настройка микросервисной архитектуры,64500.00,7,19600.00
Консультация сети доставки контента (POC),61000.00,6,27100.00
Консультация ERP-системы на основе существующего решения,19500.00,2,5200.00
Сопровождение чат-бота,87000.00,8,36200.00
Развёртывание платёжного модуля под ключ,326000.00,33,107100.00
Сопровождение системы резервного копирования,148500.00,14,41900.00
Разработка системы мониторинга,1797500.00,218,594200.00
Аудит корпоративного портала (SaaS),282500.00,26,90600.00
Развёртывание микросервисной архитектуры,427500.00,38,124100.00
Тестирование корпоративного портала с нуля,384500.00,38,96900.00
Тестирование корпоративного портала на основе существующего решения,240000.00,30,98400.00
Консультация системы управления задачами под ключ,64500.00,8,20600.00
Разработка DevOps-пайплайна на основе существующего решения,1806500.00,195,720500.00
Настройка системы аутентификации с нуля,85000.00,8,35200.00
Миграция системы мониторинга (Enterprise),106000.00,14,40600.00
Настройка нагрузочного тестирования (MVP),71000.00,5,29600.00
Оптимизация системы управления задачами (Enterprise),185500.00,22,70700.00
Настройка платёжного модуля (POC),169500.00,19,50700.00
Разработка CRM-системы (Enterprise),628500.00,49,257900.00
Проектирование облачной инфраструктуры (POC),140500.00,15,43700.00
Развёртывание DevOps-пайплайна (POC),320000.00,38,150200.00
Сопровождение панели администратора (POC),59500.00,7,17700.00
Тестирование базы данных под ключ,239500.00,30,111700.00
Сопровождение мобильного приложения (POC),73000.00,6,23700.00
Интеграция облачной инфраструктуры с нуля,110000.00,14,29600.00
Разработка DevOps-пайплайна (MVP),466500.00,39,173300.00
Оптимизация мобильного приложения под ключ,290000.00,26,142400.00
Разработка платёжного модуля (SaaS),685500.00,83,173600.00
Развёртывание корпоративного портала (Enterprise),490500.00,60,158900.00
Развёртывание CRM-системы под ключ,519500.00,50,155600.00
Аудит DevOps-пайплайна под ключ,198500.00,16,67900.00
Миграция CRM-системы под ключ,105500.00,9,27900.00
Проектирование DevOps-пайплайна на основе существующего решения,611000.00,64,170900.00
Разработка ERP-системы,141500.00,13,69800.00
Разработка мобильного приложения (MVP),1318000.00,124,364300.00
Миграция микросервисной архитектуры (Enterprise),196000.00,14,77100.00
Интеграция системы управления задачами,645500.00,55,286100.00
Внедрение системы мониторинга,1244500.00,95,574300.00
Миграция системы управления задачами (MVP),577000.00,74,175900.00
Разработка мобильного приложения (Enterprise),477000.00,47,174700.00
Аудит мобильного приложения (POC),85000.00,10,31700.00
Консультация нагрузочного тестирования (Enterprise),6500.00,1,1800.00
Сопровождение ERP-системы (MVP),79000.00,7,21900.00
Внедрение веб-приложения (MVP),909500.00,94,389200.00
Проектирование системы резервного копирования (MVP),488500.00,58,180900.00
Сопровождение микросервисной архитектуры (SaaS),51000.00,6,23300.00
Оптимизация DevOps-пайплайна (Enterprise),379000.00,30,112500.00
Проектирование сети доставки контента (POC),65000.00,6,17200.00
Тестирование нагрузочного тестирования на основе существующего решения,92500.00,7,24400.00
Интеграция нагрузочного тестирования на основе существующего решения,478000.00,61,124100.00
Проектирование базы данных (Enterprise),372500.00,46,174000.00
Оптимизация платёжного модуля (POC),294000.00,38,122100.00
Проектирование ERP-системы на основе существующего решения,422500.00,36,172400.00
Интеграция DevOps-пайплайна,410500.00,41,125200.00
Консультация системы аутентификации (Enterprise),13000.00,1,4800.00
Проектирование ERP-системы с нуля,479000.00,55,149800.00
Сопровождение облачной инфраструктуры,43000.00,6,11100.00
Аудит системы резервного копирования под ключ,274500.00,34,71700.00
Аудит системы резервного копирования (MVP),201000.00,19,89700.00
Консультация сети доставки контента,41000.00,5,20200.00
Разработка облачной инфраструктуры (Enterprise),1457000.00,124,518600.00
Разработка системы резервного копирования (Enterprise),1744000.00,126,443400.00
Оптимизация чат-бота с нуля,348000.00,39,172200.00
Миграция мобильного приложения на основе существующего решения,614000.00,58,165700.00
Интеграция сети доставки контента (SaaS),1031500.00,134,396500.00
Разработка системы резервного копирования (SaaS),186500.00,21,55700.00
Тестирование облачной инфраструктуры,63500.00,8,23700.00
Оптимизация системы аналитики (MVP),352500.00,27,142500.00
Настройка базы данных (MVP),69500.00,8,23200.00
Оптимизация сети доставки контента (Enterprise),327000.00,23,146000.00
Интеграция API-сервиса под ключ,850500.00,107,302100.00
Проектирование системы управления задачами,358000.00,44,115500.00
Настройка DevOps-пайплайна (POC),14000.00,1,5200.00
Сопровождение облачной инфраструктуры с нуля,85500.00,8,24400.00
Сопровождение сети доставки контента под ключ,121500.00,13,45900.00
Миграция сети доставки контента под ключ,557000.00,54,174400.00
Оптимизация веб-приложения на основе существующего решения,259000.00,20,89600.00
Настройка системы резервного копирования на основе существующего решения,68000.00,6,33900.00
Развёртывание панели администратора (SaaS),229500.00,20,83600.00
Консультация микросервисной архитектуры,77000.00,7,33000.00
Миграция ERP-системы под ключ,382500.00,35,101700.00
Тестирование CRM-системы с нуля,334500.00,34,100100.00
Проектирование системы управления задачами под ключ,496000.00,45,243800.00
Миграция панели администратора,551500.00,55,158900.00
Интеграция системы управления задачами на основе существующего решения,827000.00,87,342100.00
Настройка системы управления задачами,71000.00,8,30000.00
Интеграция сети доставки контента (SaaS),795000.00,79,254400.00
Миграция мобильного приложения (SaaS),250500.00,28,62900.00
Внедрение системы мониторинга (Enterprise),1480000.00,168,554900.00
Развёртывание системы мониторинга на основе существующего решения,561500.00,48,224500.00
